ID,Name,Type,Wiki,Chapter,Episode,Year,Note,Number,Appears in
Kurozumi_Kanjuro,Kurozumi Kanjuro,Canon,https://onepiece.fandom.com/wiki/Kurozumi_Kanjuro,700.0,0629,2013,His full name was revealed in Chapter 974.,,
Kurozumi_Orochi,Kurozumi Orochi,Canon,https://onepiece.fandom.com/wiki/Kurozumi_Orochi,927.0,0921,2018,He was first mentioned by Kin'emon in Chapter 818. His name was revealed by Kin'emon in Chapter 909.,,
Kurozumi_Semimaru,Kurozumi Semimaru,Canon,https://onepiece.fandom.com/wiki/Kurozumi_Semimaru,965.0,0965,2019,His name was revealed in Chapter 969.,,
Kurozumi_Tama,Kurozumi Tama,Canon,https://onepiece.fandom.com/wiki/Kurozumi_Tama,911.0,0893,2018,Her full name was revealed in SBS Volume 105.,,
Kusopp,Kusopp,Spin-Off,https://onepiece.fandom.com/wiki/Kusopp,,,2018,,01,Chin Piece
Kusunoa-kun,Kusunoa-kun,Spin-Off,https://onepiece.fandom.com/wiki/Kusunoa-kun,,,2018,,02,Chin Piece
Kuzan,Kuzan,Canon,https://onepiece.fandom.com/wiki/Kuzan,303.0,0225,2003,His name was revealed in Chapter 318. Better known by his former epithet Aokiji.,,
Kyros,Kyros,Canon,https://onepiece.fandom.com/wiki/Kyros,702.0,0631,2013,He was introduced in his toy form as Thunder Soldier. His real name and appearance were revealed in Chapter 704. His true identity was revealed by Leo in Chapter 739.,,
Kyuin,Kyuin,Canon,https://onepiece.fandom.com/wiki/Kyuin,755.0,0692,2014,,,
Kyuji,Kyuji,Canon,https://onepiece.fandom.com/wiki/Kyuji,302.0,,2003,Cover story character. His name was revealed in the Blue Deep databook. He made a cameo appearance in Episode 381 in a newspaper.,,
Kyukyu,Kyukyu,Canon,https://onepiece.fandom.com/wiki/Kyukyu,334.0,0237,2004,His name was revealed in the Blue Deep databook.,,
Laboon,Laboon,Canon,https://onepiece.fandom.com/wiki/Laboon,102.0,0062,1999,His name was revealed by Crocus in Chapter 103.,,
Lacos,Lacos,Movie,https://onepiece.fandom.com/wiki/Lacos,,,2004,,5,The Cursed Holy Sword
Lacroix,Lacroix,Canon,https://onepiece.fandom.com/wiki/Lacroix,550.0,0459,2009,His name was revealed by Marines in Chapter 555.,,
Lacuba,Lacuba,Canon,https://onepiece.fandom.com/wiki/Lacuba,501.0,0394,2008,,,
Ladoga,Ladoga,Novel,https://onepiece.fandom.com/wiki/Ladoga,,,2019,,3,One Piece novel Law
Lady_Tree,Lady Tree,Canon,https://onepiece.fandom.com/wiki/Lady_Tree,873.0,0844,2017,,,
Laffitte,Laffitte,Canon,https://onepiece.fandom.com/wiki/Laffitte,234.0,0151,2002,,,
Lago,Lago,Filler,https://onepiece.fandom.com/wiki/Lago,,,2007,,326,Ice Hunter Arc
Lake,Lake,Filler,https://onepiece.fandom.com/wiki/Lake,,,2003,,139,Ruluka Island Arc
Lambor_Bukini,Lambor Bukini,Premier Show,https://onepiece.fandom.com/wiki/Lambor_Bukini,,,2013,,5,One Piece Premier Show 2013
Lance,Lance,Stage Show,https://onepiece.fandom.com/wiki/Lance,,,2019,,,Piece Trail: The Adventurers and the Amazing Spring
Lao_G,Lao G,Canon,https://onepiece.fandom.com/wiki/Lao_G,682.0,0608,2012,His name was revealed in Chapter 702.,,
Largo,Largo,Filler,https://onepiece.fandom.com/wiki/Largo,,,2009,,426,Little East Blue Arc
Lark,Lark,Event,https://onepiece.fandom.com/wiki/Lark,,,2017,,1,One Piece x Kyoto
Laskey,Laskey,Canon,https://onepiece.fandom.com/wiki/Laskey,392.0,0276,2005,His name was revealed in the Blue Deep databook.,,
Laslo,Laslo,Game,https://onepiece.fandom.com/wiki/Laslo,,,2023,,,One Piece Odyssey
Lassoo,Lassoo,Canon,https://onepiece.fandom.com/wiki/Lassoo,160.0,0103,2000,,,
Lazarus,Lazarus,Game,https://onepiece.fandom.com/wiki/Lazarus,,,2023,,,One Piece Odyssey
LeMay,LeMay,Game,https://onepiece.fandom.com/wiki/LeMay,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Lebno_Listchaque,Lebno Listchaque,Novel,https://onepiece.fandom.com/wiki/Lebno_Listchaque,,,2019,,1,One Piece novel HEROINES
Lego,Lego,TV Special,https://onepiece.fandom.com/wiki/Lego,,,2003,,3,Protect! The Last Great Performance
Lemonade_Kozaru,Lemonade Kozaru,Spin-Off,https://onepiece.fandom.com/wiki/Lemonade_Kozaru,,,2019,,07,Chin Piece
Lemoncheese,Lemoncheese,Canon,https://onepiece.fandom.com/wiki/Lemoncheese,906.0,0884,2018,Her name was revealed in the captions of Episode 889.,,
Leo_(Non-Canon),Leo,Filler,https://onepiece.fandom.com/wiki/Leo_(Non-Canon),,,2000,,051,Loguetown Arc
Leo,Leo,Canon,https://onepiece.fandom.com/wiki/Leo,710.0,0640,2013,Real appearance revealed in Chapter 711.,,
Leonero,Leonero,Canon,https://onepiece.fandom.com/wiki/Leonero,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Lettuce_Dish,Lettuce Dish,Spin-Off,https://onepiece.fandom.com/wiki/Lettuce_Dish,,,2018,,09,Chin Piece
Liberta,Liberta,Game,https://onepiece.fandom.com/wiki/Liberta,,,2023,,,One Piece Odyssey
Lief,Lief,Game,https://onepiece.fandom.com/wiki/Lief,,,2023,,,One Piece Odyssey
Lil,Lil,Filler,https://onepiece.fandom.com/wiki/Lil,,,2007,,326,Ice Hunter Arc
Vegapunk/Lilith,Lilith,Canon,https://onepiece.fandom.com/wiki/Vegapunk/Lilith,1061.0,1090,2022,Her name was revealed in Chapter 1062.,,
Lily,Lily,Canon,https://onepiece.fandom.com/wiki/Lily,223.0,0146,2002,,,
Lily_Carnation,Lily Carnation,Movie,https://onepiece.fandom.com/wiki/Lily_Carnation,,,2005,,6,Baron Omatsuri and the Secret Island
Lily_Enstomach,Lily Enstomach,Filler,https://onepiece.fandom.com/wiki/Lily_Enstomach,,,2012,,575,Z's Ambition Arc
Lim,Lim,Game,https://onepiece.fandom.com/wiki/Lim,,,2023,,,One Piece Odyssey
Limejuice,Limejuice,Canon,https://onepiece.fandom.com/wiki/Limejuice,1.0,0004,1997,His name was revealed in SBS Volume 101.,,
Lina,Lina,Filler,https://onepiece.fandom.com/wiki/Lina,,,2008,,382,Spa Island Arc
Linaria,Linaria,Canon,https://onepiece.fandom.com/wiki/Linaria,1079.0,1112,2023,Her name was revealed in SBS Volume 108.,,
Lindbergh,Lindbergh,Canon,https://onepiece.fandom.com/wiki/Lindbergh,904.0,0880,2018,,,
Lines,Lines,Canon,https://onepiece.fandom.com/wiki/Lines,44.0,0021,1998,His name was revealed in the Blue databook.,,
Lionbuta,Lionbuta,Canon,https://onepiece.fandom.com/wiki/Lionbuta,22.0,0018,1998,His name was revealed in the Yellow databook.,,
Lip_Doughty,Lip Doughty,Canon,https://onepiece.fandom.com/wiki/Lip_Doughty,600.0,0519,2010,,,
Lip_Shark,Lip Shark,Spin-Off,https://onepiece.fandom.com/wiki/Lip_Shark,,,2020,,10,Fischer's x One Piece
Little_Oars_Jr.,Little Oars Jr.,Canon,https://onepiece.fandom.com/wiki/Little_Oars_Jr.,554.0,0463,2009,,,
Livia,Livia,TV Special,https://onepiece.fandom.com/wiki/Livia,,,2016,,11,Heart of Gold
Llamaman,Llamaman,Premier Show,https://onepiece.fandom.com/wiki/Llamaman,,,2021,,,One Piece Premier Show 2021
Loki,Loki,Canon,https://onepiece.fandom.com/wiki/Loki,1130.0,,2024,He was first mentioned in Chapter 858.,,
Lola_(Zombie),Lola,Canon,https://onepiece.fandom.com/wiki/Lola_(Zombie),451.0,0345,2007,,,
Lola_(Non-Canon),Lola,TV special,https://onepiece.fandom.com/wiki/Lola_(Non-Canon),,,2003,,3,Protect! The Last Great Performance
Long_Long,Long Long,Movie,https://onepiece.fandom.com/wiki/Long_Long,,,2016,,13,One Piece Film: Gold
Lonz,Lonz,Canon,https://onepiece.fandom.com/wiki/Lonz,550.0,0459,2009,His name was revealed by Marines in Chapter 556.,,
Lopez,Lopez,Game,https://onepiece.fandom.com/wiki/Lopez,,,2019,,,One Piece: World Seeker
Lord_of_the_Coast,Lord of the Coast,Canon,https://onepiece.fandom.com/wiki/Lord_of_the_Coast,1.0,0004,1997,,,
Lord_of_the_Coast_of_Wano_Country,Lord of the Coast of Wano Country,Featurette,https://onepiece.fandom.com/wiki/Lord_of_the_Coast_of_Wano_Country,,,2025,,,"Luffy, Law"
Loudness,Loudness,Live Performance,https://onepiece.fandom.com/wiki/Loudness,,,2012,,,WANTED
Louis_(Non-Canon),Louis,Live Performance,https://onepiece.fandom.com/wiki/Louis_(Non-Canon),,,2014,,,Sanji's Pirates Restaurant
Louis_Arnote,Louis Arnote,Canon,https://onepiece.fandom.com/wiki/Louis_Arnote,115.0,0070,2000,Mentioned only character. He was first mentioned in Chapter 115.,,
Lu_Feld,Lu Feld,Canon,https://onepiece.fandom.com/wiki/Lu_Feld,860.0,0828,2017,His name was first mentioned by a resident of Nuts Island in Chapter 859.,,
Luca,Luca,Filler,https://onepiece.fandom.com/wiki/Luca,,,2012,,548,Fish-Man Island Arc
Lucie,Lucie,Game,https://onepiece.fandom.com/wiki/Lucie,,,2023,,,One Piece Odyssey
Lucky_Roux,Lucky Roux,Canon,https://onepiece.fandom.com/wiki/Lucky_Roux,1.0,0004,1997,His name was revealed in SBS Volume 5.,,
Luigia,Luigia,Filler,https://onepiece.fandom.com/wiki/Luigia,,,2009,,427,Little East Blue Arc
Lulis,Lulis,Canon,https://onepiece.fandom.com/wiki/Lulis,608.0,0527,2010,Her name was revealed in the Blue Deep databook.,,
Lylat,Lylat,Game,https://onepiece.fandom.com/wiki/Lylat,,,2023,,,One Piece Odyssey
Lytton,Lytton,Game,https://onepiece.fandom.com/wiki/Lytton,,,2002,,,One Piece: Treasure Wars
M._Danbo,M. Danbo,Movie,https://onepiece.fandom.com/wiki/M._Danbo,,,2002,,3,Chopper's Kingdom on the Island of Strange Animals
MAX_Marx,MAX Marx,Canon,https://onepiece.fandom.com/wiki/MAX_Marx,966.0,0967,2020,His name was revealed in SBS Volume 96.,,
Maasu,Maasu,Game,https://onepiece.fandom.com/wiki/Maasu,,,2002,,,Grand Line Dream Adventure Log
Maccus,Maccus,TV special,https://onepiece.fandom.com/wiki/Maccus,,,2003,,2,"A Father's Huge, HUGE Dream"
Machi,Machi,Premier Show,https://onepiece.fandom.com/wiki/Machi,,,2022,,13,One Piece Premier Show 2022
Machvise,Machvise,Canon,https://onepiece.fandom.com/wiki/Machvise,682.0,0608,2012,His name was revealed in Chapter 702.,,
Macro,Macro,Canon,https://onepiece.fandom.com/wiki/Macro,197.0,0386,2001,His name was revealed in the Blue databook. He was formally introduced in Chapter 492.,,
Macro_(Automaton),Macro,Canon,https://onepiece.fandom.com/wiki/Macro_(Automaton),437.0,,2007,Cover story character. His name was revealed in the Blue Deep databook.,,
Mad,Mad,Game,https://onepiece.fandom.com/wiki/Mad,,,2023,,,One Piece Odyssey
Mad_Treasure,Mad Treasure,TV Special,https://onepiece.fandom.com/wiki/Mad_Treasure,,,2016,,11,Heart of Gold
Madilloman,Madilloman,Canon,https://onepiece.fandom.com/wiki/Madilloman,939.0,0935,2019,,,
Mag,Mag,Canon,https://onepiece.fandom.com/wiki/Mag,1134.0,,2024,"He is named in Chapter 1143, but only individually identified in Chapter 1147.",,
Magellan,Magellan,Canon,https://onepiece.fandom.com/wiki/Magellan,528.0,0425,2009,He was first mentioned by Hannyabal in Chapter 526.,,
Magra,Magra,Canon,https://onepiece.fandom.com/wiki/Magra,582.0,0493,2010,His name was revealed by Curly Dadan in Chapter 584. He was formally identified in Chapter 587.,,
Maha,Maha,Canon,https://onepiece.fandom.com/wiki/Maha,929.0,0922,2019,His name was revealed in Chapter 1041.,,
Mahomick,Mahomick,Game,https://onepiece.fandom.com/wiki/Mahomick,,,2023,,,One Piece Odyssey
Mahy,Mahy,Game,https://onepiece.fandom.com/wiki/Mahy,,,2023,,,"One Piece Odyssey, Reunion of Memories"
Maidy,Maidy,Canon,https://onepiece.fandom.com/wiki/Maidy,215.0,0129,2002,Her name was revealed in the Blue databook.,,
Maitei,Maitei,Game,https://onepiece.fandom.com/wiki/Maitei,,,2023,,,One Piece Odyssey
Maji,Maji,Movie,https://onepiece.fandom.com/wiki/Maji,,,2006,,7,The Giant Mechanical Soldier of Karakuri Castle
Maki,Maki,Canon,https://onepiece.fandom.com/wiki/Maki,925.0,0917,2018,Her name was revealed in the Vivre Card databook.,,
Makino,Makino,Canon,https://onepiece.fandom.com/wiki/Makino,1.0,0004,1997,,,
Makino%27s_Child,Makino's Child,Canon,https://onepiece.fandom.com/wiki/Makino%27s_Child,614.0,0878,2011,Their moniker was officialized in the Vivre Card databook.,,
Makko,Makko,Canon,https://onepiece.fandom.com/wiki/Makko,216.0,,2002,His name was revealed in the Blue databook.,,
Makkuro,Makkuro,Game,https://onepiece.fandom.com/wiki/Makkuro,,,2019,,,One Piece: World Seeker
Manboshi,Manboshi,Canon,https://onepiece.fandom.com/wiki/Manboshi,609.0,0528,2011,,,
Mani,Mani,Canon,https://onepiece.fandom.com/wiki/Mani,223.0,0146,2002,Her name was revealed in the Blue databook.,,
Manjaro,Manjaro,Canon,https://onepiece.fandom.com/wiki/Manjaro,598.0,0518,2010,His name was revealed in the Blue Deep databook.,,
Mansherry,Mansherry,Canon,https://onepiece.fandom.com/wiki/Mansherry,717.0,0647,2013,,,
Mao,Mao,Filler,https://onepiece.fandom.com/wiki/Mao,,,2009,,406,Boss Luffy Historical Arc
Marc,Marc,Game,https://onepiece.fandom.com/wiki/Marc,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Marco,Marco,Canon,https://onepiece.fandom.com/wiki/Marco,234.0,0151,2002,,,
Marcus_Mars,Marcus Mars,Canon,https://onepiece.fandom.com/wiki/Marcus_Mars,233.0,0151,2002,His name was revealed in Chapter 1086.,,
Margarita,Margarita,Canon,https://onepiece.fandom.com/wiki/Margarita,483.0,0375,2007,,,
Margin,Margin,Game,https://onepiece.fandom.com/wiki/Margin,,,2023,,,One Piece Odyssey
Marguerite,Marguerite,Canon,https://onepiece.fandom.com/wiki/Marguerite,514.0,0408,2008,,,
Mari_(Non-Canon),Mari,Novel,https://onepiece.fandom.com/wiki/Mari_(Non-Canon),,,2020,,3,One Piece novel HEROINES
Mari,Mari,Canon,https://onepiece.fandom.com/wiki/Mari,906.0,0884,2018,His name was revealed in Vivre Card.,,
Maria,Maria,TV Special,https://onepiece.fandom.com/wiki/Maria,,,2015,,9,Episode of Sabo
Maria_Napole,Maria Napole,Canon,https://onepiece.fandom.com/wiki/Maria_Napole,649.0,0569,2011,Her name was announced by an unseen announcer in Chapter 649.,,
Marianne,Marianne,Canon,https://onepiece.fandom.com/wiki/Marianne,117.0,0070,2000,Her real name was revealed in Vivre Card. Also known as Miss Goldenweek.,,
Marie,Marie,Canon,https://onepiece.fandom.com/wiki/Marie,499.0,0393,2008,,,
Marilyn,Marilyn,Canon,https://onepiece.fandom.com/wiki/Marilyn,300.0,0193,2003,Her name was revealed in SBS Volume 35.,,
Marin_(Film_Z),Marin,Movie,https://onepiece.fandom.com/wiki/Marin_(Film_Z),,,2012,,12,One Piece Film: Z
Marin_(Odyssey),Marin,Game,https://onepiece.fandom.com/wiki/Marin_(Odyssey),,,2023,,,One Piece Odyssey
Marin,Marin,Canon,https://onepiece.fandom.com/wiki/Marin,500.0,0394,2008,,,
Marine_X,Marine X,Game,https://onepiece.fandom.com/wiki/Marine_X,,,2016,,,One Piece King Battle
Mario,Mario,Canon,https://onepiece.fandom.com/wiki/Mario,701.0,0630,2013,,,
Marley_Brothers,Marley Brothers,Filler,https://onepiece.fandom.com/wiki/Marley_Brothers,,,2004,,197,G-8 Arc
Marron,Marron,Movie,https://onepiece.fandom.com/wiki/Marron,,,2019,,14,One Piece: Stampede
Marshall_D._Teach,Marshall D. Teach,Canon,https://onepiece.fandom.com/wiki/Marshall_D._Teach,223.0,0146,2002,He was first mentioned in Drum Island in Chapter 133. He is formally introduced in Chapter 234. Most commonly referred to by his epithet Blackbeard.,,
Martha,Martha,Game,https://onepiece.fandom.com/wiki/Martha,,,2023,,,One Piece Odyssey
Marumieta,Marumieta,Canon,https://onepiece.fandom.com/wiki/Marumieta,436.0,,2006,Her name was revealed in SBS Volume 47.,,
Mash,Mash,Canon,https://onepiece.fandom.com/wiki/Mash,204.0,,2001,,,
Mashikaku_(Marine),Mashikaku,Canon,https://onepiece.fandom.com/wiki/Mashikaku_(Marine),98.0,0048,1999,His name was revealed in the Blue databook.,,
Mashikaku_(Non-Canon),Mashikaku,Filler,https://onepiece.fandom.com/wiki/Mashikaku_(Non-Canon),,,2004,,213,Long Ring Long Land Arc
Masira,Masira,Canon,https://onepiece.fandom.com/wiki/Masira,219.0,0144,2002,,,
Masked_Deuce,Masked Deuce,Canon,https://onepiece.fandom.com/wiki/Masked_Deuce,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.1.,,
Massui,Massui,Canon,https://onepiece.fandom.com/wiki/Massui,911.0,0893,2018,His name was revealed in Vivre Card.,,
Master,Master,Canon,https://onepiece.fandom.com/wiki/Master,233.0,0145,2002,His name was revealed in Vivre Card.,,
Master_of_the_Waters,Master of the Waters,Canon,https://onepiece.fandom.com/wiki/Master_of_the_Waters,319.0,0227,2004,,,
Mato,Mato,Canon,https://onepiece.fandom.com/wiki/Mato,1076.0,1109,2024,Her name was revealed in Chapter 1135.,,
Matryo_Princesses,Matryo Princesses,Canon,https://onepiece.fandom.com/wiki/Matryo_Princesses,905.0,0882,2018,Her name was revealed in Vivre Card.,,
Matsuba_Nazawa,Matsuba Nazawa,Novel,https://onepiece.fandom.com/wiki/Matsuba_Nazawa,,,2024,,1,One Piece novel ZORO
Matsuge,Matsuge,Canon,https://onepiece.fandom.com/wiki/Matsuge,162.0,0093,2001,,,
Matsuyuki_Ibuki,Matsuyuki Ibuki,Spin-Off,https://onepiece.fandom.com/wiki/Matsuyuki_Ibuki,,,2014,,3,MiraBato Strongest Strategy: MiraBato GO!
Maujii,Maujii,Canon,https://onepiece.fandom.com/wiki/Maujii,755.0,0692,2014,His name was revealed in SBS Volume 73.,,
Maya,Maya,Movie,https://onepiece.fandom.com/wiki/Maya,,,2004,,5,The Cursed Holy Sword
Maya_(Video_Game),Maya,Game,https://onepiece.fandom.com/wiki/Maya_(Video_Game),,,2001,,,Legend of the Rainbow Island
Maynard,Maynard,Canon,https://onepiece.fandom.com/wiki/Maynard,705.0,0634,2013,,,
Mayushika,Mayushika,Canon,https://onepiece.fandom.com/wiki/Mayushika,269.0,0176,2003,His name was revealed in the Blue Deep databook.,,
McGuy,McGuy,Canon,https://onepiece.fandom.com/wiki/McGuy,551.0,0460,2009,,,
McKinley,McKinley,Canon,https://onepiece.fandom.com/wiki/McKinley,241.0,0155,2002,,,
Meadows,Meadows,Canon,https://onepiece.fandom.com/wiki/Meadows,706.0,0659,2013,,,
Mecha-Shark,Mecha-Shark,Canon,https://onepiece.fandom.com/wiki/Mecha-Shark,1061.0,1089,2022,,,
Mechayowa_Yoro,Mechayowa Yoro,Spin-Off,https://onepiece.fandom.com/wiki/Mechayowa_Yoro,,,2018,,02,Chin Piece
Medaka,Medaka,OVA,https://onepiece.fandom.com/wiki/Medaka,,,1998,,1,One Piece - Defeat Him! The Pirate Ganzack
Medaka_Mermaid_Quintuplets,Medaka Mermaid Quintuplets,Canon,https://onepiece.fandom.com/wiki/Medaka_Mermaid_Quintuplets,608.0,0527,2010,,,
Megalo,Megalo,Canon,https://onepiece.fandom.com/wiki/Megalo,605.0,0525,2010,His name was revealed in the Green databook.,,
Meganetti,Meganetti,Live Performance,https://onepiece.fandom.com/wiki/Meganetti,,,2013,,,One Piece Pirate Sweeping Operation
Meista,Meista,Game,https://onepiece.fandom.com/wiki/Meista,,,2019,,,One Piece: World Seeker
Mekao,Mekao,Filler,https://onepiece.fandom.com/wiki/Mekao,,,2004,,196,G-8 Arc
Mendo,Mendo,Filler,https://onepiece.fandom.com/wiki/Mendo,,,2009,,427,Little East Blue Arc
Merlin,Merlin,Game,https://onepiece.fandom.com/wiki/Merlin,,,2019,,,One Piece: World Seeker
Mero,Mero,Canon,https://onepiece.fandom.com/wiki/Mero,608.0,0527,2010,Her name was revealed in SBS Volume 65.,,
Meroie,Meroie,TV special,https://onepiece.fandom.com/wiki/Meroie,,,2000,,1,Adventure in the Ocean's Navel
Merry,Merry,Canon,https://onepiece.fandom.com/wiki/Merry,24.0,0011,1998,His name was revealed by Kaya in Chapter 31.,,
Meryl,Meryl,Game,https://onepiece.fandom.com/wiki/Meryl,,,2002,,,One Piece: Great Hidden Treasure of the Nanatsu Islands
Meshi_(Non-Canon),Meshi,Live-Action Series,https://onepiece.fandom.com/wiki/Meshi_(Non-Canon),,,2023,,6,The Chef and the Chore Boy
Meverly,Meverly,Filler,https://onepiece.fandom.com/wiki/Meverly,,,2012,,548,Fish-Man Island Arc
Mezasuzowan_Pisuo,Mezasuzowan Pisuo,Canon,https://onepiece.fandom.com/wiki/Mezasuzowan_Pisuo,963.0,,2019,His name was revealed in the Vivre Card databook.,,
Mi,Mi,Live Performance,https://onepiece.fandom.com/wiki/Mi,,,2015,,,Super Kabuki II: One Piece
Michael_and_Hoichael,Michael and Hoichael,Canon,https://onepiece.fandom.com/wiki/Michael_and_Hoichael,432.0,0313,2006,He was first mentioned by Tilestone in Chapter 366.,,
Mihar,Mihar,Canon,https://onepiece.fandom.com/wiki/Mihar,552.0,0461,2009,His name was revealed in One Piece Magazine Vol.2.,,
Miho,Miho,Live Performance,https://onepiece.fandom.com/wiki/Miho,,,2015,,,Super Kabuki II: One Piece
Mikazuki,Mikazuki,Canon,https://onepiece.fandom.com/wiki/Mikazuki,323.0,0230,2004,,,
Miki,Miki,Live Performance,https://onepiece.fandom.com/wiki/Miki,,,2015,,,Super Kabuki II: One Piece
Mikio_Itoo,Mikio Itoo,Canon,https://onepiece.fandom.com/wiki/Mikio_Itoo,1.0,,1997,Joke character.,,
Mikita,Mikita,Canon,https://onepiece.fandom.com/wiki/Mikita,110.0,0065,1999,Her name was first revealed in the Vivre Card databook.,,
Milena,Milena,Game,https://onepiece.fandom.com/wiki/Milena,,,2023,,,One Piece Odyssey
Miles,Miles,Canon,https://onepiece.fandom.com/wiki/Miles,649.0,0569,2011,His name was revealed in the Vivre Card databook.,,
Milia,Milia,TV special,https://onepiece.fandom.com/wiki/Milia,,,2003,,2,"A Father's Huge, HUGE Dream"
Milky,Milky,Canon,https://onepiece.fandom.com/wiki/Milky,814.0,0765,2016,Her name was revealed in SBS Volume 82. First seen via photo in Chapter 807.,,
Millet_Pine,Millet Pine,Canon,https://onepiece.fandom.com/wiki/Millet_Pine,966.0,0959,2020,His name was revealed in SBS Volume 96.,,
Milo,Milo,Canon,https://onepiece.fandom.com/wiki/Milo,717.0,0647,2013,He was first introduced as Onepoco. His real name was revealed in Chapter 743.,,
Minatomo_(East_Blue),Minatomo,Canon,https://onepiece.fandom.com/wiki/Minatomo_(East_Blue),,0051,1999,Joke character. He was first mentioned in SBS Volume 7.,,
Minatomo_(Wano),Minatomo,Canon,https://onepiece.fandom.com/wiki/Minatomo_(Wano),909.0,0892,2018,,,
Minchey,Minchey,Filler,https://onepiece.fandom.com/wiki/Minchey,,,2002,,136,Goat Island Arc
Minister_of_the_Left,Minister of the Left,Canon,https://onepiece.fandom.com/wiki/Minister_of_the_Left,612.0,0531,2011,,,
Minister_of_the_Right,Minister of the Right,Canon,https://onepiece.fandom.com/wiki/Minister_of_the_Right,612.0,0531,2011,,,
Minochihuahua,Minochihuahua,Canon,https://onepiece.fandom.com/wiki/Minochihuahua,662.0,,2012,Cover story character.,,
Minokoala,Minokoala,Canon,https://onepiece.fandom.com/wiki/Minokoala,531.0,0432,2009,His name was revealed in Chapter 533.,,
Minorhinoceros,Minorhinoceros,Canon,https://onepiece.fandom.com/wiki/Minorhinoceros,532.0,0433,2009,,,
Minoruba,Minoruba,Canon,https://onepiece.fandom.com/wiki/Minoruba,498.0,0392,2008,His name was revealed in the Blue Deep databook.,,
Minotaurus,Minotaurus,Canon,https://onepiece.fandom.com/wiki/Minotaurus,525.0,0422,2008,His name was revealed in Chapter 532.,,
Minozebra,Minozebra,Canon,https://onepiece.fandom.com/wiki/Minozebra,533.0,0434,2009,,,
Mint_Kotori,Mint Kotori,Spin-Off,https://onepiece.fandom.com/wiki/Mint_Kotori,,,2018,,07,Chin Piece
Mirage,Mirage,Game,https://onepiece.fandom.com/wiki/Mirage,,,2002,,,Grand Line Dream Adventure Log
Miranda,Miranda,Game,https://onepiece.fandom.com/wiki/Miranda,,,2019,,,One Piece: World Seeker
Misery,Misery,Canon,https://onepiece.fandom.com/wiki/Misery,1039.0,1066,2022,,,
Mishoin_Cashible,Mishoin Cashible,Canon,https://onepiece.fandom.com/wiki/Mishoin_Cashible,324.0,0229,2004,His name was revealed in Vivre Card.,,
Miss_Catherina,Miss Catherina,Canon,https://onepiece.fandom.com/wiki/Miss_Catherina,106.0,0064,1999,Her name was revealed in the Blue databook.,,
Miss_Father%27s_Day,Miss Father's Day,Canon,https://onepiece.fandom.com/wiki/Miss_Father%27s_Day,205.0,0124,2001,,,
Miss_Friday,Miss Friday,Canon,https://onepiece.fandom.com/wiki/Miss_Friday,105.0,0063,1999,,,
Miss_Monday,Miss Monday,Canon,https://onepiece.fandom.com/wiki/Miss_Monday,107.0,0064,1999,,,
Miss_Mother%27s_Day,Miss Mother's Day,Canon,https://onepiece.fandom.com/wiki/Miss_Mother%27s_Day,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Miss_Saturday,Miss Saturday,Canon,https://onepiece.fandom.com/wiki/Miss_Saturday,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Miss_Thursday,Miss Thursday,Canon,https://onepiece.fandom.com/wiki/Miss_Thursday,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Miss_Tuesday,Miss Tuesday,Canon,https://onepiece.fandom.com/wiki/Miss_Tuesday,155.0,0091,2000,Mentioned only character. She was first mentioned by Nefertari Vivi in Chapter 155.,,
Misutta,Misutta,Premier Show,https://onepiece.fandom.com/wiki/Misutta,,,2015,,7,One Piece Premier Show 2015
Mitsuboshi,Mitsuboshi,Filler,https://onepiece.fandom.com/wiki/Mitsuboshi,,,2009,,427,Little East Blue Arc
Mitsuki,Mitsuki,Spin-Off,https://onepiece.fandom.com/wiki/Mitsuki,,,2018,,14,One Piece in Love
Mitt,Mitt,Game,https://onepiece.fandom.com/wiki/Mitt,,,2001,,,Legend of the Rainbow Island
Mitt_(Odyssey),Mitt,Game,https://onepiece.fandom.com/wiki/Mitt_(Odyssey),,,2023,,,One Piece Odyssey
Miucha,Miucha,Novel,https://onepiece.fandom.com/wiki/Miucha,,,2019,,1,One Piece novel HEROINES
Miyagi,Miyagi,Canon,https://onepiece.fandom.com/wiki/Miyagi,807.0,0756,2015,,,
Mizerka,Mizerka,Canon,https://onepiece.fandom.com/wiki/Mizerka,978.0,0982,2020,Her name was revealed in Chapter 997.,,
Mizuira,Mizuira,Canon,https://onepiece.fandom.com/wiki/Mizuira,391.0,0275,2005,Her name was revealed in the Blue Deep databook.,,
Mizuta_Madaisuki,Mizuta Madaisuki,Canon,https://onepiece.fandom.com/wiki/Mizuta_Madaisuki,487.0,0380,2008,His name was revealed in SBS Volume 53.,,
Mizuta_Mawaritosuki,Mizuta Mawaritosuki,Canon,https://onepiece.fandom.com/wiki/Mizuta_Mawaritosuki,488.0,0380,2008,His name was revealed in SBS Volume 53.,,
